-0.164527	1.068835	0.153561	-0.068568	-0.132557	-0.317347	-0.197199	-0.348630	-0.042572	-0.018540	
-0.056209	0.134504	0.321186	-0.289215	-0.049775	-0.212246	-0.182423	-0.278572	-0.298405	0.166557	
-0.039000	-0.259071	0.124347	-0.300961	-0.048397	-0.156173	-0.177086	-0.221067	-0.014992	0.065400	
-0.033837	0.087896	0.027922	-0.114692	-0.044870	-0.120492	-0.120789	-0.096810	0.064734	-0.017407	
-0.032288	0.153929	-0.053143	0.019021	-0.059444	-0.052593	-0.097860	-0.038608	0.006099	-0.044162	
-0.014819	0.080667	-0.041236	0.052173	-0.050377	0.026354	-0.039575	0.020142	-0.011491	-0.004523	
0.010240	0.036198	-0.001235	0.004813	-0.037098	0.034691	-0.021298	0.034293	-0.009103	0.013475	
0.014112	-0.011473	0.010765	-0.012443	-0.024402	0.026353	-0.015542	0.022138	0.008383	-0.004780	
0.000836	-0.022199	-0.002719	-0.016099	-0.016297	0.003547	-0.006656	-0.002487	0.002547	-0.010256	
-0.001857	-0.013221	-0.003063	-0.012146	-0.008120	-0.003430	-0.002661	-0.009306	0.000797	-0.004612	
-0.003763	-0.005363	-0.003166	-0.009617	-0.003100	-0.005353	-0.001659	-0.004574	-0.002113	-0.002015	
-0.003549	-0.001998	-0.003049	-0.001355	-0.000959	-0.003706	-0.001358	-0.001224	-0.002692	-0.002017	
-0.000433	-0.000225	-0.001967	0.001361	-0.000317	-0.002118	-0.001241	-0.000074	-0.001811	-0.002211	
0.000502	0.000229	-0.001181	0.001434	-0.000200	-0.001218	-0.000927	-0.000769	-0.000344	-0.002319	
-0.000123	0.000137	-0.000790	0.000724	-0.000281	-0.000899	-0.000454	-0.000736	0.000096	-0.002900	
-0.000172	0.000075	-0.000213	-0.000102	-0.000034	-0.000089	-0.000161	-0.000175	0.000228	-0.001327	
-0.000180	0.000032	-0.000025	-0.000349	0.000003	0.000144	-0.000023	0.000051	0.000011	-0.001122	
-0.000143	0.000019	0.000084	0.000157	0.000018	0.000206	0.000069	0.000117	-0.000052	-0.000755	
-0.000125	0.000015	0.000078	0.000048	0.000023	0.000116	0.000074	0.000102	0.000001	-0.000048	
-0.000044	0.000014	0.000053	0.000008	0.000024	-0.000007	0.000069	0.000021	0.000019	0.000215	
-0.000006	0.000014	0.000018	-0.000004	0.000023	-0.000034	0.000047	-0.000007	0.000025	0.000144	
0.000006	0.000011	-0.000000	-0.000008	0.000022	-0.000001	0.000002	-0.000014	0.000019	0.000065	
0.000004	0.000009	-0.000006	-0.000003	0.000018	0.000010	-0.000013	-0.000015	0.000001	-0.000006	
0.000001	0.000000	0.000002	-0.000002	0.000012	0.000005	0.000002	-0.000006	-0.000006	-0.000026	
0.000000	-0.000002	0.000001	-0.000001	0.000004	-0.000002	0.000004	0.000001	-0.000002	-0.000005	
