-0.462594	0.118265	-0.240054	-0.497675	0.048296	0.296406	-0.388560	0.813431	-0.299888	-0.267842	
-0.281832	-0.084631	-0.167910	-0.274984	-0.163315	-0.060864	-0.113670	0.346853	-0.395907	-0.280467	
-0.063619	-0.156442	-0.185332	-0.165337	-0.166838	-0.175747	-0.031128	0.126850	-0.162326	-0.246737	
0.001845	-0.044016	-0.162711	-0.058747	-0.124196	-0.140626	-0.019235	-0.051094	-0.070468	-0.144603	
0.021485	0.004049	-0.017006	0.031557	-0.053043	-0.036055	-0.014203	-0.086886	0.017651	-0.096908	
0.011959	0.016006	0.047898	0.051155	-0.017201	0.048917	0.003058	-0.001079	0.044086	0.026044	
0.014493	0.020089	0.009994	0.017480	0.000067	0.050718	0.008489	0.029297	0.040498	0.058105	
0.013824	0.012055	-0.001378	0.003604	0.007659	0.040385	0.010139	0.012244	0.009383	0.004271	
0.007742	0.005487	0.006686	-0.000427	0.009195	0.013731	0.006730	-0.009296	-0.004255	-0.011879	
-0.003123	0.003528	0.001416	0.002025	0.005555	0.003318	0.004121	-0.015188	-0.008347	-0.008432	
-0.002250	0.001866	-0.000165	0.002670	0.002362	-0.000683	0.002016	-0.002611	-0.002082	0.011665	
-0.001410	0.001409	-0.000424	0.002247	0.001252	0.001281	0.001385	0.004226	0.002453	0.013232	
0.000668	0.001156	0.000337	0.001523	0.000919	0.001858	0.001186	0.004643	0.001563	0.009170	
0.001291	0.000898	0.000665	0.000952	0.000655	0.001732	0.000948	0.001420	0.000515	0.006943	
0.000668	0.000667	0.000736	0.000601	0.000463	0.001627	0.000595	-0.000061	0.000200	-0.001558	
0.000186	0.000217	0.000479	0.000105	0.000216	0.000570	0.000381	-0.000332	0.000106	-0.003083	
0.000033	0.000066	0.000353	-0.000044	0.000082	-0.000127	0.000082	-0.000071	0.000083	-0.000980	
-0.000007	0.000021	0.000052	0.000148	0.000039	-0.000322	-0.000022	0.000019	0.000075	-0.000072	
-0.000017	0.000007	-0.000057	0.000130	0.000010	-0.000133	-0.000034	0.000003	0.000067	0.000272	
-0.000007	0.000003	-0.000067	0.000095	0.000001	0.000057	-0.000031	-0.000017	0.000052	0.000162	
-0.000002	0.000002	-0.000020	0.000070	-0.000001	0.000089	-0.000009	-0.000014	0.000045	0.000011	
-0.000000	0.000001	0.000000	0.000039	-0.000002	-0.000008	0.000003	-0.000003	0.000032	-0.000040	
0.000000	0.000000	0.000006	0.000001	-0.000002	-0.000033	0.000004	0.000000	0.000000	-0.000026	
0.000001	-0.000000	-0.000003	-0.000010	-0.000001	-0.000016	0.000001	0.000000	-0.000010	-0.000018	
0.000000	-0.000000	-0.000001	-0.000006	-0.000001	0.000003	-0.000001	0.000000	-0.000004	-0.000010	
